ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans
1317839390429736960,A3G1FS1OIFEDKD,<user> <user> #सपोर्ट_कंगना #बॉयकॉट_बॉलीवुड_इंडस्ट्री  #Terrorism_In_Madarsa #इस्लामिक_आतंकवाद #कांग्रेस_हटाओ_देश_बचाओ #मेरे_मन्दिर_मुझे_वापस_दो #बुर्का_बन_करो #boycot_big_boss #जागो_हिन्दू_जागो #बेटियो_को_दुर्गा_बनाओ_नचनिया_रंडी_नहीं #हिंदू_हिंदुस्तान #जिहाद_और_जिहादी_का_बहिष्कार #सपोर्ट_लोकल,हम एक विविध समाज में रहते हैं जहां विभिन्न मान्यताओं के लोग हैं। आपके हैशटैग धर्मों के बीच नफरत फैलाएंगे।,['Warning-of-Consequences'],Hate,<user> <user> #सपोर्ट_कंगना #बॉयकॉट_बॉलीवुड_इंडस्ट्री  #Terrorism_In_Madarsa #इस्लामिक_आतंकवाद #कांग्रेस_हटाओ_देश_बचाओ #मेरे_मन्दिर_मुझे_वापस_दो #बुर्का_बन_करो #boycot_big_boss #जागो_हिन्दू_जागो #बेटियो_को_दुर्गा_बनाओ_नचनिया_रंडी_नहीं #हिंदू_हिंदुस्तान #जिहाद_और_जिहादी_का_बहिष्कार #सपोर्ट_लोकल,আমরা একটি বিচিত্র সমাজে বাস করি যেখানে বিভিন্ন বিশ্বাসের লোক রয়েছে। আপনার হ্যাশট্যাগগুলি ধর্মগুলির মধ্যে বিদ্বেষ ছড়িয়ে দেবে।
1317839390429736960,A3G1FS1OIFEDKD,<user> <user> #सपोर्ट_कंगना #बॉयकॉट_बॉलीवुड_इंडस्ट्री  #Terrorism_In_Madarsa #इस्लामिक_आतंकवाद #कांग्रेस_हटाओ_देश_बचाओ #मेरे_मन्दिर_मुझे_वापस_दो #बुर्का_बन_करो #boycot_big_boss #जागो_हिन्दू_जागो #बेटियो_को_दुर्गा_बनाओ_नचनिया_रंडी_नहीं #हिंदू_हिंदुस्तान #जिहाद_और_जिहादी_का_बहिष्कार #सपोर्ट_लोकल,बिना सबूत के हैशटैग बनाना दिखाता है कि किसी समुदाय का अपमान करने के लिए आप कितने सतही और बेताब हैं।,"['Hypocrisy', 'Shaming']",Hate,<user> <user> #सपोर्ट_कंगना #बॉयकॉट_बॉलीवुड_इंडस्ट्री  #Terrorism_In_Madarsa #इस्लामिक_आतंकवाद #कांग्रेस_हटाओ_देश_बचाओ #मेरे_मन्दिर_मुझे_वापस_दो #बुर्का_बन_करो #boycot_big_boss #जागो_हिन्दू_जागो #बेटियो_को_दुर्गा_बनाओ_नचनिया_रंडी_नहीं #हिंदू_हिंदुस्तान #जिहाद_और_जिहादी_का_बहिष्कार #सपोर्ट_लोकल,প্রমাণ ছাড়াই একটি হ্যাশট্যাগ তৈরি করা দেখায় যে কোনও সম্প্রদায়কে অপমান করার জন্য আপনি কতটা পৃষ্ঠপোষক এবং মরিয়া।
1285115080833527809,A11W0WTHM4U2G0,<user> कोई भी हिंदु महिला जब मुस्लिम. या ईसाई मत वाले से शादी करलेती थी तो #हिन्दु_समाज उसे रंडी ही कहता था और वहां महिला की इज्जत है मगर वह #पैरो_की_जूती की जितनी हॊती है तो प्रतिकार नही किया जाता था?,किस भी स्त्री के लिए ऐसे अपशब्दों का इस्तेमाल करना सही नहीं है ।,['Warning-of-Consequences'],Offensive,"<user> কোনও মুসলিম যখন কোনও হিন্দু মহিলা। বা যখন তিনি কোনও খ্রিস্টান মতামতকে বিয়ে করতেন, #হিন্ডাস_সামাজ তাকে বেশ্যা বলতেন এবং মহিলার প্রতি শ্রদ্ধা রাখতেন, তবে তিনি যদি #PARO_KI এর মতো হন তবে তাকে প্রতিশোধ নেওয়া হয়নি।",কোনও মহিলার পক্ষে এই জাতীয় আপত্তিজনক শব্দ ব্যবহার করা ঠিক নয়।
1285115080833527809,A11W0WTHM4U2G0,<user> कोई भी हिंदु महिला जब मुस्लिम. या ईसाई मत वाले से शादी करलेती थी तो #हिन्दु_समाज उसे रंडी ही कहता था और वहां महिला की इज्जत है मगर वह #पैरो_की_जूती की जितनी हॊती है तो प्रतिकार नही किया जाता था?,हमें विवाह करते वक्त लोगों का धर्म नहीं चरित्र देखना चाहिए ।,['Warning-of-Consequences'],Offensive,"<user> কোনও মুসলিম যখন কোনও হিন্দু মহিলা। বা যখন তিনি কোনও খ্রিস্টান মতামতকে বিয়ে করতেন, #হিন্ডাস_সামাজ তাকে বেশ্যা বলতেন এবং মহিলার প্রতি শ্রদ্ধা রাখতেন, তবে তিনি যদি #PARO_KI এর মতো হন তবে তাকে প্রতিশোধ নেওয়া হয়নি।",আমাদের বিয়ে করার সময় মানুষের ধর্ম নয় এমন চরিত্রটি দেখা উচিত।
1285115080833527809,A3G1FS1OIFEDKD,<user> कोई भी हिंदु महिला जब मुस्लिम. या ईसाई मत वाले से शादी करलेती थी तो #हिन्दु_समाज उसे रंडी ही कहता था और वहां महिला की इज्जत है मगर वह #पैरो_की_जूती की जितनी हॊती है तो प्रतिकार नही किया जाता था?,"प्रत्येक व्यक्ति को किसी भी धर्म से विवाह करने का अधिकार होना चाहिए, चाहे वह किसी भी धर्म का हो।",['Affliation'],Offensive,"<user> কোনও মুসলিম যখন কোনও হিন্দু মহিলা। বা যখন তিনি কোনও খ্রিস্টান মতামতকে বিয়ে করতেন, #হিন্ডাস_সামাজ তাকে বেশ্যা বলতেন এবং মহিলার প্রতি শ্রদ্ধা রাখতেন, তবে তিনি যদি #PARO_KI এর মতো হন তবে তাকে প্রতিশোধ নেওয়া হয়নি।",প্রত্যেক ব্যক্তির যে কোনও ধর্ম নির্বিশেষে যে কোনও ধর্মকে বিয়ে করার অধিকার থাকা উচিত।
1285115080833527809,A3G1FS1OIFEDKD,<user> कोई भी हिंदु महिला जब मुस्लिम. या ईसाई मत वाले से शादी करलेती थी तो #हिन्दु_समाज उसे रंडी ही कहता था और वहां महिला की इज्जत है मगर वह #पैरो_की_जूती की जितनी हॊती है तो प्रतिकार नही किया जाता था?,आपको अपने ट्वीट्स में समझदार और अच्छे हैश टैग का इस्तेमाल करना चाहिए।,['Warning-of-Consequences'],Offensive,"<user> কোনও মুসলিম যখন কোনও হিন্দু মহিলা। বা যখন তিনি কোনও খ্রিস্টান মতামতকে বিয়ে করতেন, #হিন্ডাস_সামাজ তাকে বেশ্যা বলতেন এবং মহিলার প্রতি শ্রদ্ধা রাখতেন, তবে তিনি যদি #PARO_KI এর মতো হন তবে তাকে প্রতিশোধ নেওয়া হয়নি।",আপনার টুইটগুলিতে আপনার বুদ্ধিমান এবং ভাল হ্যাশ ট্যাগ ব্যবহার করা উচিত।
1317763398243774464,A11W0WTHM4U2G0,<user> <user> कब हम ने हिंदू धर्म के खिलाफ बोला है यह तो बता दे भोसड़ी के रंडी की औलाद है तू गालियां दे रहा है मुझे भी आती है गालियां तो एक बार बॉक्स में आजा तुझे तेरी औकात बता दूंगा,मैं आपका ग़ुस्सा समझ सकता हूँ मगर किसी को ऐसे अपशब्द कहना सही नहीं है ।,['Warning-of-Consequences'],Offensive,"<user> <user> যখন আমরা হিন্দু ধর্মের বিরুদ্ধে কথা বলেছি, আমাকে বলুন যে আপনি ভোসারীর পতিতাটিকে গালি দিচ্ছেন","আমি আপনার ক্রোধ বুঝতে পারি, তবে কারও কাছে এ জাতীয় গালিগালাজ বলা ঠিক নয়।"
1317763398243774464,A11W0WTHM4U2G0,<user> <user> कब हम ने हिंदू धर्म के खिलाफ बोला है यह तो बता दे भोसड़ी के रंडी की औलाद है तू गालियां दे रहा है मुझे भी आती है गालियां तो एक बार बॉक्स में आजा तुझे तेरी औकात बता दूंगा,हम किसी  की बात का विरोध अपशब्द का प्रयोग किए बिना भी कर सकते है ।,['Affliation'],Offensive,"<user> <user> যখন আমরা হিন্দু ধর্মের বিরুদ্ধে কথা বলেছি, আমাকে বলুন যে আপনি ভোসারীর পতিতাটিকে গালি দিচ্ছেন",আমরা আপত্তিজনক শব্দ ব্যবহার না করে কারও বক্তব্য বিরোধিতা করতে পারি।
1335870946003992576,A1K5CHKFJJ7IF8,<user> <user> कौन सा हिंदू है  जिनके मां बहनो को रंडी कह रहा था वो खालिस्तानी जुगराज सिंह वो हिंदू है,एक धर्म के होकर उसी धर्म के लोगो को इतना अनुचित बोलना दोगलापन है।,['Hypocrisy'],Hate,"<user> <user> যা একজন হিন্দু, যার মা বোনরা রেন্ডিকে ডাকছিল, খালিস্তানি জুগ্রাজ সিংহ একজন হিন্দু","একটি ধর্মের মাধ্যমে, একই ধর্মের লোকদের কাছে এতটা অনুপযুক্ত কথা বলা একটি পুগিলিয়ন।"
1335870946003992576,A1K5CHKFJJ7IF8,<user> <user> कौन सा हिंदू है  जिनके मां बहनो को रंडी कह रहा था वो खालिस्तानी जुगराज सिंह वो हिंदू है,बार-बार माँ बहनो को गाली आदत हो गया है ज्यादातर मर्दो का उनको अपने में सुधार की आवश्यकता है और उसी में सबका हित है।,['Shaming'],Hate,"<user> <user> যা একজন হিন্দু, যার মা বোনরা রেন্ডিকে ডাকছিল, খালিস্তানি জুগ্রাজ সিংহ একজন হিন্দু",বারবার মা বোনদের নির্যাতন করা হয়েছে Most বেশিরভাগ পুরুষদের নিজের উন্নতি করা দরকার এবং তাদের এতে আগ্রহ রয়েছে।
1348080553615089665,A11W0WTHM4U2G0,और बता ही देता हूँ क्यू हूवा था.. मैने बहुत सारी गलिया दी थी..प्रियंक़ा चोप्रा को.. अमेरिकन सिरीज़ में वो हिंदू धर्म का आलोचन कर रही थी रंडी.. मेरा कम्प्लेन किया और मेरा अकाउंट ट्विटर ने बंद क़िया.. <url>,किसी भी स्त्री को ऐसे अपशब्द बोलना असहनिये  है ।,['Warning-of-Consequences'],Hate,এবং আমি আপনাকে বলি কেন আমি হুওয়া .. আমি প্রচুর স্রোত দিয়েছিলাম .. প্রিয়াঙ্কা চোপড়া .. তিনি আমেরিকান সিরিজে হিন্দু ধর্মের সমালোচনা করছিলেন .. ইউআরএল>,এই জাতীয় আপত্তিজনক কথা বলতে যে কোনও মহিলার সম্পর্কে অজানা।
1348080553615089665,A11W0WTHM4U2G0,और बता ही देता हूँ क्यू हूवा था.. मैने बहुत सारी गलिया दी थी..प्रियंक़ा चोप्रा को.. अमेरिकन सिरीज़ में वो हिंदू धर्म का आलोचन कर रही थी रंडी.. मेरा कम्प्लेन किया और मेरा अकाउंट ट्विटर ने बंद क़िया.. <url>,किसी कलाकार के काम का विरोध उसके काम की बुराई करके होगा ना की उन्हें अपशब्द बोलके ।,['Warning-of-Consequences'],Hate,এবং আমি আপনাকে বলি কেন আমি হুওয়া .. আমি প্রচুর স্রোত দিয়েছিলাম .. প্রিয়াঙ্কা চোপড়া .. তিনি আমেরিকান সিরিজে হিন্দু ধর্মের সমালোচনা করছিলেন .. ইউআরএল>,একজন শিল্পীর কাজ তার কাজের প্রতি মন্দ দ্বারা বিরোধিতা করবে এবং তাকে আপত্তিজনক না বলে।
1348080553615089665,A1K5CHKFJJ7IF8,और बता ही देता हूँ क्यू हूवा था.. मैने बहुत सारी गलिया दी थी..प्रियंक़ा चोप्रा को.. अमेरिकन सिरीज़ में वो हिंदू धर्म का आलोचन कर रही थी रंडी.. मेरा कम्प्लेन किया और मेरा अकाउंट ट्विटर ने बंद क़िया.. <url>,आप मान रहे हो की आपने गालिया दी उस से आपका अकाउंट बंद हुआ है।  अतः आपको अपने व्यवहार में बदलाव लाना चाहिए और सोशल प्लेटफार्म पर तनाव को बढ़ावा नहीं देना चाहिए।,"['Affliation', 'Warning-of-Consequences']",Hate,এবং আমি আপনাকে বলি কেন আমি হুওয়া .. আমি প্রচুর স্রোত দিয়েছিলাম .. প্রিয়াঙ্কা চোপড়া .. তিনি আমেরিকান সিরিজে হিন্দু ধর্মের সমালোচনা করছিলেন .. ইউআরএল>,"আপনি ধরে নিচ্ছেন যে আপনি এটি দিয়ে আপনার অ্যাকাউন্টটি অপব্যবহার করেছেন। অতএব, আপনার আপনার আচরণ পরিবর্তন করা উচিত এবং সামাজিক প্ল্যাটফর্মে উত্তেজনা প্রচার করা উচিত নয়।"
1348080553615089665,A1K5CHKFJJ7IF8,और बता ही देता हूँ क्यू हूवा था.. मैने बहुत सारी गलिया दी थी..प्रियंक़ा चोप्रा को.. अमेरिकन सिरीज़ में वो हिंदू धर्म का आलोचन कर रही थी रंडी.. मेरा कम्प्लेन किया और मेरा अकाउंट ट्विटर ने बंद क़िया.. <url>,कोई किसी का आलोचन करता है तो इसका मतलब यह नहीं की आप गालिया दे।  बेहतर है की अपने सुझाव दे बिना अपमान के।,['Shaming'],Hate,এবং আমি আপনাকে বলি কেন আমি হুওয়া .. আমি প্রচুর স্রোত দিয়েছিলাম .. প্রিয়াঙ্কা চোপড়া .. তিনি আমেরিকান সিরিজে হিন্দু ধর্মের সমালোচনা করছিলেন .. ইউআরএল>,যদি কেউ কারও সমালোচনা করে তবে এর অর্থ এই নয় যে আপনি অপব্যবহার করেন। অপমান না করে আপনার পরামর্শ দেওয়া ভাল।
1402329715092770823,A1K5CHKFJJ7IF8,बंगाल में ममता रंडी की सरकार है! सारे मुल्ले  इसके भड़वे बन गया है! आसाम का बदला बंगाल में ले रही है ममता रंडी! बंगाल का बदला भाजपा शासित राज्यों में ले हिन्दू! दूसरा कोई रास्ता नहीं है! अन्यथा हिन्दुओं को अपनी  इज्जत की नीलामी खुद अपनी ऑंखों के सामने  देखना पड़ेगा! <url>,किसी के गलत कर्मो की सजा उसी के वर्ग के दूसरी जगह स्थित लोगो को देना अनुचित है। इससे हालत और ख़राब होंगे तथा तनाव बढ़ेगा।,['Warning-of-Consequences'],Hate,"মমতা রেন্ডির বাংলায় একটি সরকার আছে! সমস্ত দেশ তার ক্রোধে পরিণত হয়েছে! মমতা রেন্ডি বাংলায় আসামের প্রতিশোধ নিচ্ছেন! হিন্দুরা বিজেপি শাসিত রাষ্ট্রগুলিতে বাংলার প্রতিশোধ নেয়! অন্য কোন উপায় নেই! অন্যথায়, হিন্দুদের চোখের সামনে তাদের সম্মানের নিলাম দেখতে হবে! <রোপ>",অন্য শ্রেণিতে অবস্থিত লোকদের কারও ভুল কাজের শাস্তি দেওয়া অন্যায়। এটি আরও খারাপ হবে এবং চাপ বাড়িয়ে তুলবে।
1402329715092770823,A1K5CHKFJJ7IF8,बंगाल में ममता रंडी की सरकार है! सारे मुल्ले  इसके भड़वे बन गया है! आसाम का बदला बंगाल में ले रही है ममता रंडी! बंगाल का बदला भाजपा शासित राज्यों में ले हिन्दू! दूसरा कोई रास्ता नहीं है! अन्यथा हिन्दुओं को अपनी  इज्जत की नीलामी खुद अपनी ऑंखों के सामने  देखना पड़ेगा! <url>,में आपसे सहमत हु की ममता की सरकार ने अनुचित गतिविधियों को बढ़ावा दिया है पर आपका सुझाव भी अनुचित है।,['Affliation'],Hate,"মমতা রেন্ডির বাংলায় একটি সরকার আছে! সমস্ত দেশ তার ক্রোধে পরিণত হয়েছে! মমতা রেন্ডি বাংলায় আসামের প্রতিশোধ নিচ্ছেন! হিন্দুরা বিজেপি শাসিত রাষ্ট্রগুলিতে বাংলার প্রতিশোধ নেয়! অন্য কোন উপায় নেই! অন্যথায়, হিন্দুদের চোখের সামনে তাদের সম্মানের নিলাম দেখতে হবে! <রোপ>",আমি আপনার সাথে একমত যে মমতার সরকার অন্যায় ক্রিয়াকলাপ প্রচার করেছে তবে আপনার পরামর্শটিও অন্যায়।
1402329715092770823,A3D81Z9GMEKTJQ,बंगाल में ममता रंडी की सरकार है! सारे मुल्ले  इसके भड़वे बन गया है! आसाम का बदला बंगाल में ले रही है ममता रंडी! बंगाल का बदला भाजपा शासित राज्यों में ले हिन्दू! दूसरा कोई रास्ता नहीं है! अन्यथा हिन्दुओं को अपनी  इज्जत की नीलामी खुद अपनी ऑंखों के सामने  देखना पड़ेगा! <url>,यदि आप भाजपा शासित राज्यों में बदला लेने की कोशिश कर रहे हैं तो क्या आप ममता बनर्जी से अलग हैं? मुझे उम्मीद है कि आप किसी निष्कर्ष पर पहुंचने से पहले अपने तथ्यों की जांच और सत्यापन करेंगे और कृपया अपनी भाषा का ध्यान रखें।,"['Hypocrisy', 'Shaming']",Hate,"মমতা রেন্ডির বাংলায় একটি সরকার আছে! সমস্ত দেশ তার ক্রোধে পরিণত হয়েছে! মমতা রেন্ডি বাংলায় আসামের প্রতিশোধ নিচ্ছেন! হিন্দুরা বিজেপি শাসিত রাষ্ট্রগুলিতে বাংলার প্রতিশোধ নেয়! অন্য কোন উপায় নেই! অন্যথায়, হিন্দুদের চোখের সামনে তাদের সম্মানের নিলাম দেখতে হবে! <রোপ>","আপনি যদি বিজেপি শাসিত রাজ্যে প্রতিশোধ নেওয়ার চেষ্টা করছেন, আপনি কি মামাতা ব্যানার্জি থেকে আলাদা? আমি আশা করি আপনি কোনও সিদ্ধান্তে পৌঁছানোর আগে আপনি আপনার তথ্যগুলি পরীক্ষা করে এবং যাচাই করবেন এবং দয়া করে আপনার ভাষার যত্ন নিন।"
