prefix,input_text,target_text
counterspeech,"जब हमने महिलाओं को हजारों वर्षों तक बनाई और बनाए रखा, तो हमने महिलाओं को वोट करने/ध्यान देने की अनुमति दी। एक पूरी तरह से अलग ऊर्जा और विचार पैटर्न। वे कमजोर हैं और हमारे समाज को अपने भावनात्मक रूप से नरम स्तर तक पहुंचाते हैं।","'हम' कौन है, निश्चित रूप से यह पुरुष और महिलाएं एक साथ काम कर रहे थे जो सभ्यता का निर्माण करते थे? आपको क्यों लगता है कि 'नरम' होना एक समस्या है? हर कोई अपनी भावनाओं का हकदार है, और पुरुषों को 'मैन अप' नहीं करना चाहिए।"
counterspeech,"यहूदी अपने लिए क्षेत्रों को बंद करना पसंद करते हैं, जहां किसी भी यहूदी को जाने की अनुमति नहीं है, जबकि एक साथ उनके न्यायाधीशों को सामाजिक आवास के साथ सफेद पड़ोस भरते हैं।",जो बताता है कि गोरे लोग अपने लिए क्षेत्रों को बंद करना पसंद करते हैं ...
counterspeech,"इज़राइल, ज़ायोनीवाद और अमेरिका का यहूदी वर्चस्ववादी नियंत्रण दुनिया में आतंकवाद, अस्थिरता और संघर्ष के मुख्य कारण हैं। अन्य सभी सिद्धांत इस परम सत्य से विविधताएं हैं।",तथ्य कहां हैं?
counterspeech,"यहूदियों ने किया: यूएसएस लिबर्टी अटैक, द किंग डेविड होटल अटैक, न्यूयॉर्क 9/11, लंदन 7/7",तथ्य कहां हैं?
counterspeech,"ज़ायोनी चरमपंथी यरूशलेम में विश्वास करते हैं। उनके उद्देश्य अराजकता, नरसंहार, हत्या, अधिक शरणार्थी बनाना और यूरोप को नष्ट करना है।",यह दावा करने के लिए आपका क्या सबूत है?
counterspeech,क्या होगा अगर हमारे पूरे सत्तारूढ़ वर्ग में जे-नियंत्रित पीडोफाइल शामिल हैं? उससे काफ़ी कुछ समझ में आ जाएगा।,यह क्या समझाएगा? यह टिप्पणी बहुत अस्पष्ट है मुझे आश्चर्य है कि क्या आपके पास कोई तथ्य है जो आपको यह आश्चर्यचकित करता है।
counterspeech,"यहूदियों ने किया: यूएसएस लिबर्टी अटैक, द किंग डेविड होटल अटैक, न्यूयॉर्क 9/11, लंदन 7/7",इसका प्रमाण कहां है? तथ्यों के विपरीत मान्यताओं की तरह लग रहा है ...
counterspeech,"एक अमेरिकी यहूदी, एक मुस्लिम की तरह, एक बाहरी व्यक्ति है, जो अपने जन्म की जनजाति के प्रति वफादार है, सांस्कृतिक, राजनीतिक और सामाजिक मानदंडों को खत्म करने के लिए इन-ग्रुप के सदस्य के रूप में प्रस्तुत करता है। हमें चुनना नहीं है, उन दोनों से नफरत करना ठीक है।",हमें चुनना होगा। उन दोनों को स्वीकार करना ठीक है।
counterspeech,"एक अमेरिकी यहूदी, एक मुस्लिम की तरह, एक बाहरी व्यक्ति है, जो अपने जन्म की जनजाति के प्रति वफादार है, सांस्कृतिक, राजनीतिक और सामाजिक मानदंडों को खत्म करने के लिए इन-ग्रुप के सदस्य के रूप में प्रस्तुत करता है। हमें चुनना नहीं है, उन दोनों से नफरत करना ठीक है।","हम नफरत नहीं करना चुन सकते हैं, और पुलों का निर्माण शुरू कर सकते हैं ताकि हम एक दूसरे को समझ सकें।"
counterspeech,"यूके एजुकेशन सेक्रेटरी: ‘4 साल की उम्र के सभी बच्चों में समान सेक्स रिलेशनशिप पर अनिवार्य सबक होंगे।’ - यह शिक्षा के बारे में नहीं है, यह स्वेच्छा से भ्रमित करने और बच्चों को प्रेरित करने और उन्हें अपने व्यक्तित्व को विकसित करने से रोकने के बारे में है।","हम हमेशा विकसित हो रहे हैं क्योंकि समय बीतता है और एक ही सेक्स संबंध अब दुनिया का एक हिस्सा हैं, हम अपने बच्चों को जीवन के विभिन्न तरीकों से शिक्षित क्यों नहीं करेंगे?"
counterspeech,"तुम कौन हो? हम योनि के दुराचारियों के बारे में बीमार हैं, जो सफेद शक्तिशाली बनाने की कोशिश कर रहे हैं, जब वे खुद सिर्फ ईर्ष्यालु, अक्षम और बेकार होते हैं।","अपने मन को कम या बोलो? हां, महिलाओं के दिमाग हैं और वे पुरुषों के साथ -साथ काम भी करते हैं।"
counterspeech,"यूके सरकार ने हाल ही में 'ऑनलाइन हार्म्स' पर एक पेपर प्रकाशित किया है-दूसरे शब्दों में वे इंटरनेट को सेंसर करने के लिए यहूदी और मुस्लिम विरोधी घृणा संगठनों के साथ काम करने जा रहे हैं। (मामा, सीएसटी और स्टॉप हेट यूके को बताने का जिक्र करते हुए)","विभिन्न पृष्ठभूमि के लोगों के साथ काम करने के लिए और अलग -अलग राय मुक्त भाषण को बढ़ावा दे रही है। अगर हर किसी के लिए मुफ्त भाषण नहीं था, तो आप यह नहीं व्यक्त कर सकते कि आप कैसा महसूस करते हैं।"
counterspeech,"कब से गुदा को एक सेक्स अंग के रूप में गाली देना एक 'स्मारकीय उपलब्धि' है? यह राज्य लागू समलैंगिकता है! हो सकता है कि हमें अपने आदर्श वाक्य को usury और सोडोमी में बदलना चाहिए, हम भरोसा करते हैं (बोत्सवाना के जवाब में समलैंगिकता को कम करना)",उन प्रथाओं को पहचानने और स्वीकार करने के लिए जिन्हें हम राज्य में भाग नहीं लेते हैं। यह सिर्फ तथ्यों को बता रहा है और उन लोगों के उत्पीड़न को रोक रहा है जिनकी अलग -अलग प्राथमिकताएं हैं।
counterspeech,"यही कारण है कि महिलाएं राजनीति में नहीं हैं, अगर कोई पुरुष उनकी तरह शिकायत करता है, तो उसे कायर कहा जाता है और कहा जाता है कि वह नरक को नौकरी से बाहर निकालें। समानता एक झूठ है और नारीवाद किसी भी सभ्यता के लिए मौत की सजा है।","अधिक सकारात्मक राजनीतिक वातावरण, सभी प्रकार के लोगों की समावेशिता और प्रतिनिधित्व आवश्यक है, इसलिए महिलाएं राजनीति में हैं"
counterspeech,पाकिस्तान: 202 मिलियन नाइजीरिया: 193 मिलियन बांग्लादेश: 165 मिलियन इथियोपिया: 107 मिलियन कांगो: 84 मिलियन ग्रेट ब्रिटेन: 66 मिलियन 'एथनिक अल्पसंख्यक' मुझे हंसी नहीं बनाते हैं!,#VALUE!
counterspeech,"यूके एजुकेशन सेक्रेटरी: ‘4 साल की उम्र के सभी बच्चों में समान सेक्स रिलेशनशिप पर अनिवार्य सबक होंगे।’ - यह शिक्षा के बारे में नहीं है, यह स्वेच्छा से भ्रमित करने और बच्चों को प्रेरित करने और उन्हें अपने व्यक्तित्व को विकसित करने से रोकने के बारे में है।",#VALUE!
counterspeech,पाकिस्तान: 202 मिलियन नाइजीरिया: 193 मिलियन बांग्लादेश: 165 मिलियन इथियोपिया: 107 मिलियन कांगो: 84 मिलियन ग्रेट ब्रिटेन: 66 मिलियन 'एथनिक अल्पसंख्यक' मुझे हंसी नहीं बनाते हैं!,"ये समूह ब्रिटियन में अल्पसंख्यक होते हैं। किसी भी तरह से, हर कोई सम्मान और संरक्षण और मानवाधिकारों के योग्य है।"
counterspeech,पाकिस्तान: 202 मिलियन नाइजीरिया: 193 मिलियन बांग्लादेश: 165 मिलियन इथियोपिया: 107 मिलियन कांगो: 84 मिलियन ग्रेट ब्रिटेन: 66 मिलियन 'एथनिक अल्पसंख्यक' मुझे हंसी नहीं बनाते हैं!,"ये देशों में निवासियों की संख्या हैं, न कि जातीय समूहीकरण।"
counterspeech,"इसे पूर्वी लंदन के वानस्टेड में लिया। £ 1m+ घरों के साथ एक क्षेत्र। उच्च सेंट पर भिखारी और एक बेंच पर सो रहे किसी व्यक्ति। हम अपने स्वयं के लोगों को घर नहीं ले सकते, लेकिन लाखों में ला सकते हैं। यह बताने के लिए कि बेघर होना अनियंत्रित आव्रजन के कारण है, जिसे 'नस्लवादी' के रूप में धब्बा दिया जाना है। (एक भाग बेंच पर सो रहे एक बेघर व्यक्ति की तस्वीर के लिए कैप्शन)","इस देश में अभी हर एक बेघर व्यक्ति को घर देने के लिए पर्याप्त खाली घर हैं। नए घरों के निर्माण के लिए इस देश में पर्याप्त धन भी है। हम अपने 'अपने लोगों' को घर दे सकते हैं, लेकिन सरकार नहीं चुनती है। बेघरपन धन असमानता का एक मुद्दा है, प्रवासन नहीं है - यदि आप वास्तव में गरीबी के मुद्दों के बारे में परवाह करते हैं जैसे कि बेघर होना आपको बिजली संरचनाओं और धन वितरण पर सवाल उठाने की आवश्यकता है।"
counterspeech,"जब आप जानवरों ने दुनिया को बर्बाद कर दिया है और एक -दूसरे को खा रहे हैं, क्योंकि यह सब आप के लिए अच्छे हैं, तो हम अभी भी यहां रहेंगे, अपने ब्लडलाइंस को सभी बाधाओं के खिलाफ शुद्ध रखते हुए, उस दिन पर पछतावा करते हुए जब हमने महिलाओं को ध्यान दिया और अपनी एड़ी को अपनी एड़ी ले ली। गला।",महिलाओं के पास ज्ञान है और थोड़ा दिल नहीं है।
counterspeech,हो सकता है कि संयुक्त राष्ट्र उन एशियाई और अफ्रीकी देशों से बात कर सकता है जो जलवायु परिवर्तन के बारे में इस बकवास पर जोर देने के बजाय महासागरों में 90%+ प्रदूषण के लिए जिम्मेदार हैं।,"अमेरिका दुनिया का दूसरा सबसे प्रदूषणकारी देश है - दुनिया की सबसे बड़ी औद्योगिक और वाणिज्यिक शक्ति के रूप में। हम सभी को यहां दोष देने के लिए हैं और स्थायी परिवर्तन बनाने के लिए हाथ से काम करने की आवश्यकता है, जैसा कि दूसरों को उंगली को इंगित करने के विपरीत है।"
counterspeech,नारीवादियों ने जीत हासिल की है। इतनी सारी महिलाओं को खरीदने के लिए अनिच्छुक होने के साथ हमें बदल दिया जाएगा और सभ्यता को खो दिया जाएगा।,"'नारीवाद' शब्द सभी लिंगों के समान अधिकारों के लिए लड़ रहा है, आप पा सकते हैं कि आप भी एक नारीवादी के रूप में पहचान करते हैं। हो सकता है कि निम्नलिखित साइटों में से कुछ को यह पता लगाने के लिए कि नारीवादी आंदोलन आपको कैसे लाभान्वित कर सकता है: Feminist.com, mind.org.uk पर 'मैन अप अभियान' पर और पढ़ें"
counterspeech,"महिलाएं मूल रूप से बचपन की तरह हैं, वे इस तरह से अपने जीवन के अधिकांश हिस्सों में बनी हुई हैं। नरम और भावनात्मक। इसने हमारी एक बार महान पितृसत्तात्मक सभ्यताओं को तबाह कर दिया है।",पितृसत्ता आदमी का दोस्त नहीं है। लड़कों और पुरुषों को सख्त होने के लिए कहा जाता है और किसी भी भावनाओं को दिखाने या उनके संघर्षों के बारे में बात करने में सक्षम होने के बिना कई बोझ सहन करने के लिए कहा जाता है। इसने आत्मघाती लोगों के महान स्तरों को जन्म दिया है। यह हमारे मतभेदों और समानता को स्वीकार करने और एक साथ काम करने के लिए अस्तित्व और खुशी का सवाल है।
counterspeech,नाजियों ने यहूदियों को मारने पर चूसा ... हर जगह आप एक होलोकॉस्ट सर्वाइवर दिखते हैं।,नाजी किलिंग मशीन सभी बहुत कुशल थी। बचे लोगों ने इतना खो दिया और आतंक और क्रूरता को कम कर दिया। उन्हें मनाया जाना चाहिए।
counterspeech,नाजियों ने यहूदियों को मारने पर चूसा ... हर जगह आप एक होलोकॉस्ट सर्वाइवर दिखते हैं।,"लगभग 6 मिलियन यहूदियों की हत्या नरसंहार के पैमाने को दर्शाती है। यह 6 मिलियन अधिक है, जो कभी भी होना चाहिए था।"
counterspeech,"यूके सरकार ने हाल ही में 'ऑनलाइन हार्म्स' पर एक पेपर प्रकाशित किया है-दूसरे शब्दों में वे इंटरनेट को सेंसर करने के लिए यहूदी और मुस्लिम विरोधी घृणा संगठनों के साथ काम करने जा रहे हैं। (मामा, सीएसटी और स्टॉप हेट यूके को बताने का जिक्र करते हुए)",इंटरनेट लोगों के घृणित विचारों के लिए एक चिल्लाहट मंच बन गया है। बेशक कुछ करने की आवश्यकता है क्योंकि लोग अपने शब्दों को खुद को मॉडरेट करने में सक्षम नहीं हैं।
counterspeech,नाजियों ने यहूदियों को मारने पर चूसा ... हर जगह आप एक होलोकॉस्ट सर्वाइवर दिखते हैं।,"होलोकॉस्ट बेहद दुखद था, और हम होलोकॉस्ट बचे लोगों को सुनने के लिए धन्य हैं। वे एक महत्वपूर्ण कहानी बताते हैं जिससे हमें सीखना चाहिए।"
counterspeech,"रेस एक सामाजिक निर्माण है, और यदि आपको इन दो महिलाओं के बीच कोई अंतर दिखाई देता है, तो यह इसलिए है क्योंकि आपको मानसिक बीमारी है। [एक गोरा दिखाते हुए, यूरोपीय महिला एथलीट, एक अफ्रीकी महिला की एक छवि के खिलाफ एक होंठ प्लेट पहने हुए juxtaposed]","इन दो व्यक्तियों के बीच अंतर का नस्ल या लिंग से कोई लेना -देना नहीं है, यह व्यक्तिगत जीवन शैली और सांस्कृतिक अंतर है।"
counterspeech,"यूके एजुकेशन सेक्रेटरी: ‘4 साल की उम्र के सभी बच्चों में समान सेक्स रिलेशनशिप पर अनिवार्य सबक होंगे।’ - यह शिक्षा के बारे में नहीं है, यह स्वेच्छा से भ्रमित करने और बच्चों को प्रेरित करने और उन्हें अपने व्यक्तित्व को विकसित करने से रोकने के बारे में है।","बच्चों को सिखाना कि खुश रहने के अलग -अलग तरीके हैं, और यह कि उनकी भावनाएं वैध हैं, कुछ ऐसा है जिससे मैं पूरी तरह से सहमत हूं।"
counterspeech,"महिलाएं मूल रूप से बचपन की तरह हैं, वे इस तरह से अपने जीवन के अधिकांश हिस्सों में बनी हुई हैं। नरम और भावनात्मक। इसने हमारी एक बार महान पितृसत्तात्मक सभ्यताओं को तबाह कर दिया है।","नरम और भावनात्मक? आपने रोजा पार्क्स, एम्मेलिन पंकहर्स्ट और फ्लोरेंस नाइटिंगेल की पसंद के बारे में कभी नहीं सुना होगा।"
counterspeech,"महिलाएं मूल रूप से बचपन की तरह हैं, वे इस तरह से अपने जीवन के अधिकांश हिस्सों में बनी हुई हैं। नरम और भावनात्मक। इसने हमारी एक बार महान पितृसत्तात्मक सभ्यताओं को तबाह कर दिया है।","नरम और भावनात्मक 'व्यक्तित्व लक्षण हैं, क्या मैं आपको #Heforshe आंदोलन पर पढ़ सकता हूं जो पुरुषों और महिलाओं के लिए समान अधिकारों के लिए काम करता है, और इसका उद्देश्य भावनाओं को दिखाने वाले पुरुषों के आसपास के कलंक को रोकना है।"
counterspeech,पाकिस्तान: 202 मिलियन नाइजीरिया: 193 मिलियन बांग्लादेश: 165 मिलियन इथियोपिया: 107 मिलियन कांगो: 84 मिलियन ग्रेट ब्रिटेन: 66 मिलियन 'एथनिक अल्पसंख्यक' मुझे हंसी नहीं बनाते हैं!,ग्रेट ब्रिटेन कब से एक जातीय समूह था? या उस मामले के लिए पाकिस्तान। या नाइजीरिया ... आदि
counterspeech,"यूके एजुकेशन सेक्रेटरी: ‘4 साल की उम्र के सभी बच्चों में समान सेक्स रिलेशनशिप पर अनिवार्य सबक होंगे।’ - यह शिक्षा के बारे में नहीं है, यह स्वेच्छा से भ्रमित करने और बच्चों को प्रेरित करने और उन्हें अपने व्यक्तित्व को विकसित करने से रोकने के बारे में है।","जानवरों की कई प्रजातियों के भीतर एक ही सेक्स संबंध होता है और हम कोई अपवाद नहीं हैं। साथ ही लोगों को प्रकृति में होने वाली चीजों के बारे में सूचित कर सकता है - यह शिक्षा की बात है, दुनिया के बारे में जानने के लिए।"
counterspeech,"यूके सरकार ने हाल ही में 'ऑनलाइन हार्म्स' पर एक पेपर प्रकाशित किया है-दूसरे शब्दों में वे इंटरनेट को सेंसर करने के लिए यहूदी और मुस्लिम विरोधी घृणा संगठनों के साथ काम करने जा रहे हैं। (मामा, सीएसटी और स्टॉप हेट यूके को बताने का जिक्र करते हुए)","अफसोस की बात है कि लोगों को सेंसरिंग की जरूरत है, उन्हें नफरत फैलाने से रोकने के लिए ,।"
counterspeech,"कब से गुदा को एक सेक्स अंग के रूप में गाली देना एक 'स्मारकीय उपलब्धि' है? यह राज्य लागू समलैंगिकता है! हो सकता है कि हमें अपने आदर्श वाक्य को usury और सोडोमी में बदलना चाहिए, हम भरोसा करते हैं (बोत्सवाना के जवाब में समलैंगिकता को कम करना)","उन लोगों के लिए सम्मान जो हमसे अलग हैं और अपनी निजी गतिविधियों से किसी को भी नुकसान नहीं पहुंचाते हैं, किसी भी देश में उत्पीड़न के इतिहास के साथ एक स्मारकीय उपलब्धि है।"
counterspeech,नारीवादियों ने जीत हासिल की है। इतनी सारी महिलाओं को खरीदने के लिए अनिच्छुक होने के साथ हमें बदल दिया जाएगा और अपनी सभ्यता को खो दिया जाएगा।,वास्तव में क्या है? मुझे लगता है कि हमारी आबादी ठीक होगी।
counterspeech,"इसे पूर्वी लंदन के वानस्टेड में लिया। £ 1m+ घरों के साथ एक क्षेत्र। उच्च सेंट पर भिखारी और एक बेंच पर सो रहे किसी व्यक्ति। हम अपने स्वयं के लोगों को घर नहीं ले सकते, लेकिन लाखों में ला सकते हैं। यह बताने के लिए कि बेघर होना अनियंत्रित आव्रजन के कारण है, जिसे 'नस्लवादी' के रूप में धब्बा दिया जाना है। (एक भाग बेंच पर सो रहे एक बेघर व्यक्ति की तस्वीर के लिए कैप्शन)","शायद समस्या आव्रजन नहीं है, बल्कि किफायती आवास की कमी है। जैसा आपने कहा, यह £ 1m से अधिक घरों का एक क्षेत्र है!"
counterspeech,"मुझे हंसी कमबख्त करता है, ज्यादातर सफेद देश में गोरे सर्वोच्च क्यों नहीं होना चाहिए? सोमालिया जैसे अश्वेत देशों में काले वर्चस्व के बारे में कोई भी कैसे विलाप नहीं कर रहा है? या मैक्सिकन वर्चस्व? या भारतीय वर्चस्व? केवल हम इस कमबख्त बकवास के साथ डालते हैं।","शायद जिन राष्ट्रों का आप उद्धृत करते हैं, वे अन्य राष्ट्रीयताओं को अधिक स्वीकार कर रहे हैं।"
counterspeech,मैंने फाग प्राइड को सहन किया। मैंने टीवी पर और हर शहर के चौक पर फग्स को सहन किया। मैं बच्चों को किताबें पढ़ने वाले ट्रैनी राक्षसों में लाइन खींचता हूं। (ड्रैग क्वीन स्टोरी टाइम के बारे में),"बच्चों को कहानियां पढ़ने वाले लोग, उन्हें दुनिया के बारे में सिखाना?"
counterspeech,"ज़ायोनी चरमपंथी यरूशलेम में विश्वास करते हैं। उनके उद्देश्य अराजकता, नरसंहार, हत्या, अधिक शरणार्थी बनाना और यूरोप को नष्ट करना है।",या शायद वे चाहते हैं कि उनकी संस्कृति जीवित रहे।
counterspeech,मैंने फाग प्राइड को सहन किया। मैंने टीवी पर और हर शहर के चौक पर फग्स को सहन किया। मैं बच्चों को किताबें पढ़ने वाले ट्रैनी राक्षसों में लाइन खींचता हूं। (ड्रैग क्वीन स्टोरी टाइम के बारे में),"निश्चित नहीं है कि एक किताब पढ़ना एक समस्या है, बच्चों के लिए बहुत अच्छा लगता है।"
counterspeech,"कब से गुदा को एक सेक्स अंग के रूप में गाली देना एक 'स्मारकीय उपलब्धि' है? यह राज्य लागू समलैंगिकता है! हो सकता है कि हमें अपने आदर्श वाक्य को usury और सोडोमी में बदलना चाहिए, हम भरोसा करते हैं (बोत्सवाना के जवाब में समलैंगिकता को कम करना)",कोई भी किसी को भी उन प्रथाओं में मजबूर नहीं कर रहा है जो वे यहां भाग नहीं लेना चाहते हैं।
counterspeech,"यहूदी देशभक्त नहीं हो सकते, क्योंकि उनकी निष्ठा हमेशा इज़राइल राज्य के लिए होगी।","मेरा सबसे अच्छा दोस्त यहूदी है, वह महिला की मदद करने के लिए स्वयंसेवकों, बच्चों को नुकसान पहुंचाती है, और उसका पूरा परिवार ब्रिटेन को एक बेहतर जगह बनाने के लिए काम करता है।"
