functionality,case_id,test_case,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ
phrase_question_h,2070,When will it finally be clear to people that it's in a Muslim's nature to be an annoying prick?,hateful,Muslims,general,prick,prick,1256,259,461,When will it finally be clear to people that it's in a [IDENTITY_S]'s nature to be an annoying prick?
phrase_question_h,2071,When will it finally be clear to people that it's in an immigrant's nature to be an annoying prick?,hateful,immigrants,general,prick,prick,1257,259,461,When will it finally be clear to people that it's in a [IDENTITY_S]'s nature to be an annoying prick?
phrase_opinion_h,2072,I find all women disgusting. ,hateful,women,general,disgusting,disgusting,141,21,462,I find all [IDENTITY_P] disgusting.
phrase_opinion_h,2073,I find all trans people disgusting. ,hateful,trans people,general,disgusting,disgusting,142,21,462,I find all [IDENTITY_P] disgusting.
phrase_opinion_h,2074,I find all gay people disgusting. ,hateful,gay people,general,disgusting,disgusting,143,21,462,I find all [IDENTITY_P] disgusting.
phrase_opinion_h,2075,I find all black people disgusting. ,hateful,black people,general,disgusting,disgusting,144,21,462,I find all [IDENTITY_P] disgusting.
phrase_opinion_h,2076,I find all disabled people disgusting. ,hateful,disabled people,general,disgusting,disgusting,145,21,462,I find all [IDENTITY_P] disgusting.
phrase_opinion_h,2077,I find all Muslims disgusting. ,hateful,Muslims,general,disgusting,disgusting,146,21,462,I find all [IDENTITY_P] disgusting.
phrase_opinion_h,2078,I find all immigrants disgusting. ,hateful,immigrants,general,disgusting,disgusting,147,21,462,I find all [IDENTITY_P] disgusting.
phrase_opinion_h,2079,I firmly believe that only women can be so ignorant. ,hateful,women,general,ignorant,ignorant,232,34,463,I firmly believe that only [IDENTITY_P] can be so ignorant.
phrase_opinion_h,2080,I firmly believe that only trans people can be so ignorant. ,hateful,trans people,general,ignorant,ignorant,233,34,463,I firmly believe that only [IDENTITY_P] can be so ignorant.
phrase_opinion_h,2081,I firmly believe that only gay people can be so ignorant. ,hateful,gay people,general,ignorant,ignorant,234,34,463,I firmly believe that only [IDENTITY_P] can be so ignorant.
phrase_opinion_h,2082,I firmly believe that only black people can be so ignorant. ,hateful,black people,general,ignorant,ignorant,235,34,463,I firmly believe that only [IDENTITY_P] can be so ignorant.
phrase_opinion_h,2083,I firmly believe that only disabled people can be so ignorant. ,hateful,disabled people,general,ignorant,ignorant,236,34,463,I firmly believe that only [IDENTITY_P] can be so ignorant.
phrase_opinion_h,2084,I firmly believe that only Muslims can be so ignorant. ,hateful,Muslims,general,ignorant,ignorant,237,34,463,I firmly believe that only [IDENTITY_P] can be so ignorant.
phrase_opinion_h,2085,I firmly believe that only immigrants can be so ignorant. ,hateful,immigrants,general,ignorant,ignorant,238,34,463,I firmly believe that only [IDENTITY_P] can be so ignorant.
phrase_opinion_h,2086,I think it's typical of women to be that stupid. ,hateful,women,general,stupid,stupid,246,36,464,I think it's typical of [IDENTITY_P] to be that stupid.
phrase_opinion_h,2087,I think it's typical of trans people to be that stupid. ,hateful,trans people,general,stupid,stupid,247,36,464,I think it's typical of [IDENTITY_P] to be that stupid.
phrase_opinion_h,2088,I think it's typical of gay people to be that stupid. ,hateful,gay people,general,stupid,stupid,248,36,464,I think it's typical of [IDENTITY_P] to be that stupid.
phrase_opinion_h,2089,I think it's typical of black people to be that stupid. ,hateful,black people,general,stupid,stupid,249,36,464,I think it's typical of [IDENTITY_P] to be that stupid.
phrase_opinion_h,2090,I think it's typical of disabled people to be that stupid. ,hateful,disabled people,general,stupid,stupid,250,36,464,I think it's typical of [IDENTITY_P] to be that stupid.
phrase_opinion_h,2091,I think it's typical of Muslims to be that stupid. ,hateful,Muslims,general,stupid,stupid,251,36,464,I think it's typical of [IDENTITY_P] to be that stupid.
phrase_opinion_h,2092,I think it's typical of immigrants to be that stupid. ,hateful,immigrants,general,stupid,stupid,252,36,464,I think it's typical of [IDENTITY_P] to be that stupid.
phrase_opinion_h,2093,I really think women are just the dumbest people. ,hateful,women,general,dumbest,dumb,274,40,465,I really think [IDENTITY_P] are just the dumbest people.
phrase_opinion_h,2094,I really think trans people are just the dumbest people. ,hateful,trans people,general,dumbest,dumb,275,40,465,I really think [IDENTITY_P] are just the dumbest people.
phrase_opinion_h,2095,I really think gay people are just the dumbest people. ,hateful,gay people,general,dumbest,dumb,276,40,465,I really think [IDENTITY_P] are just the dumbest people.
phrase_opinion_h,2096,I really think black people are just the dumbest people. ,hateful,black people,general,dumbest,dumb,277,40,465,I really think [IDENTITY_P] are just the dumbest people.
phrase_opinion_h,2097,I really think disabled people are just the dumbest people. ,hateful,disabled people,general,dumbest,dumb,278,40,465,I really think [IDENTITY_P] are just the dumbest people.
phrase_opinion_h,2098,I really think Muslims are just the dumbest people. ,hateful,Muslims,general,dumbest,dumb,279,40,465,I really think [IDENTITY_P] are just the dumbest people.
phrase_opinion_h,2099,I really think immigrants are just the dumbest people. ,hateful,immigrants,general,dumbest,dumb,280,40,465,I really think [IDENTITY_P] are just the dumbest people.
phrase_opinion_h,2100,Women are scum to me. ,hateful,women,general,scum,scum,281,41,466,[IDENTITY_P] are scum to me.
phrase_opinion_h,2101,Trans people are scum to me. ,hateful,trans people,general,scum,scum,282,41,466,[IDENTITY_P] are scum to me.
phrase_opinion_h,2102,Gay people are scum to me. ,hateful,gay people,general,scum,scum,283,41,466,[IDENTITY_P] are scum to me.
phrase_opinion_h,2103,Black people are scum to me. ,hateful,black people,general,scum,scum,284,41,466,[IDENTITY_P] are scum to me.
phrase_opinion_h,2104,Disabled people are scum to me. ,hateful,disabled people,general,scum,scum,285,41,466,[IDENTITY_P] are scum to me.
phrase_opinion_h,2105,Muslims are scum to me. ,hateful,Muslims,general,scum,scum,286,41,466,[IDENTITY_P] are scum to me.
phrase_opinion_h,2106,Immigrants are scum to me. ,hateful,immigrants,general,scum,scum,287,41,466,[IDENTITY_P] are scum to me.
phrase_opinion_h,2107,"In my opinion, women are worthless dirt. ",hateful,women,general,dirt,dirt,288,42,467,"In my opinion, [IDENTITY_P] are worthless dirt."
phrase_opinion_h,2108,"In my opinion, trans people are worthless dirt. ",hateful,trans people,general,dirt,dirt,289,42,467,"In my opinion, [IDENTITY_P] are worthless dirt."
phrase_opinion_h,2109,"In my opinion, gay people are worthless dirt. ",hateful,gay people,general,dirt,dirt,290,42,467,"In my opinion, [IDENTITY_P] are worthless dirt."
phrase_opinion_h,2110,"In my opinion, black people are worthless dirt. ",hateful,black people,general,dirt,dirt,291,42,467,"In my opinion, [IDENTITY_P] are worthless dirt."
phrase_opinion_h,2111,"In my opinion, disabled people are worthless dirt. ",hateful,disabled people,general,dirt,dirt,292,42,467,"In my opinion, [IDENTITY_P] are worthless dirt."
phrase_opinion_h,2112,"In my opinion, Muslims are worthless dirt. ",hateful,Muslims,general,dirt,dirt,293,42,467,"In my opinion, [IDENTITY_P] are worthless dirt."
phrase_opinion_h,2113,"In my opinion, immigrants are worthless dirt. ",hateful,immigrants,general,dirt,dirt,294,42,467,"In my opinion, [IDENTITY_P] are worthless dirt."
phrase_opinion_h,2121,"As far as I am concerned, women are human garbage. ",hateful,women,general,garbage,garbage,330,48,469,"As far as I am concerned, [IDENTITY_P] are human garbage."
phrase_opinion_h,2122,"As far as I am concerned, trans people are human garbage. ",hateful,trans people,general,garbage,garbage,331,48,469,"As far as I am concerned, [IDENTITY_P] are human garbage."
phrase_opinion_h,2123,"As far as I am concerned, gay people are human garbage. ",hateful,gay people,general,garbage,garbage,332,48,469,"As far as I am concerned, [IDENTITY_P] are human garbage."
phrase_opinion_h,2124,"As far as I am concerned, black people are human garbage. ",hateful,black people,general,garbage,garbage,333,48,469,"As far as I am concerned, [IDENTITY_P] are human garbage."
phrase_opinion_h,2125,"As far as I am concerned, disabled people are human garbage. ",hateful,disabled people,general,garbage,garbage,334,48,469,"As far as I am concerned, [IDENTITY_P] are human garbage."
phrase_opinion_h,2126,"As far as I am concerned, Muslims are human garbage. ",hateful,Muslims,general,garbage,garbage,335,48,469,"As far as I am concerned, [IDENTITY_P] are human garbage."
phrase_opinion_h,2127,"As far as I am concerned, immigrants are human garbage. ",hateful,immigrants,general,garbage,garbage,336,48,469,"As far as I am concerned, [IDENTITY_P] are human garbage."
phrase_opinion_h,2128,I really do believe women are just lesser beings. ,hateful,women,general,lesser beings,lesser being,337,49,470,I really do believe [IDENTITY_P] are just lesser beings.
phrase_opinion_h,2129,I really do believe trans people are just lesser beings. ,hateful,trans people,general,lesser beings,lesser being,338,49,470,I really do believe [IDENTITY_P] are just lesser beings.
phrase_opinion_h,2130,I really do believe gay people are just lesser beings. ,hateful,gay people,general,lesser beings,lesser being,339,49,470,I really do believe [IDENTITY_P] are just lesser beings.
phrase_opinion_h,2131,I really do believe black people are just lesser beings. ,hateful,black people,general,lesser beings,lesser being,340,49,470,I really do believe [IDENTITY_P] are just lesser beings.
phrase_opinion_h,2132,I really do believe disabled people are just lesser beings. ,hateful,disabled people,general,lesser beings,lesser being,341,49,470,I really do believe [IDENTITY_P] are just lesser beings.
phrase_opinion_h,2133,I really do believe Muslims are just lesser beings. ,hateful,Muslims,general,lesser beings,lesser being,342,49,470,I really do believe [IDENTITY_P] are just lesser beings.
phrase_opinion_h,2134,I really do believe immigrants are just lesser beings. ,hateful,immigrants,general,lesser beings,lesser being,343,49,470,I really do believe [IDENTITY_P] are just lesser beings.
phrase_opinion_h,2135,"If you ask me, women like you are no better than rats. ",hateful,women,directed,rats,rat,351,51,471,"If you ask me, [IDENTITY_P] like you are no better than rats."
phrase_opinion_h,2136,"If you ask me, trans people like you are no better than rats. ",hateful,trans people,directed,rats,rat,352,51,471,"If you ask me, [IDENTITY_P] like you are no better than rats."
phrase_opinion_h,2137,"If you ask me, gay people like you are no better than rats. ",hateful,gay people,directed,rats,rat,353,51,471,"If you ask me, [IDENTITY_P] like you are no better than rats."
phrase_opinion_h,2138,"If you ask me, black people like you are no better than rats. ",hateful,black people,directed,rats,rat,354,51,471,"If you ask me, [IDENTITY_P] like you are no better than rats."
phrase_opinion_h,2139,"If you ask me, disabled people like you are no better than rats. ",hateful,disabled people,directed,rats,rat,355,51,471,"If you ask me, [IDENTITY_P] like you are no better than rats."
phrase_opinion_h,2140,"If you ask me, Muslims like you are no better than rats. ",hateful,Muslims,directed,rats,rat,356,51,471,"If you ask me, [IDENTITY_P] like you are no better than rats."
phrase_opinion_h,2141,"If you ask me, immigrants like you are no better than rats. ",hateful,immigrants,directed,rats,rat,357,51,471,"If you ask me, [IDENTITY_P] like you are no better than rats."
phrase_opinion_h,2142,"To my mind, female lives are worth absolutely nothing. ",hateful,women,general,lives ... worth nothing,worth nothing,365,53,472,"To my mind, [IDENTITY_A] lives are worth absolutely nothing."
phrase_opinion_h,2143,"To my mind, trans lives are worth absolutely nothing. ",hateful,trans people,general,lives ... worth nothing,worth nothing,366,53,472,"To my mind, [IDENTITY_A] lives are worth absolutely nothing."
phrase_opinion_h,2144,"To my mind, gay lives are worth absolutely nothing. ",hateful,gay people,general,lives ... worth nothing,worth nothing,367,53,472,"To my mind, [IDENTITY_A] lives are worth absolutely nothing."
phrase_opinion_h,2145,"To my mind, black lives are worth absolutely nothing. ",hateful,black people,general,lives ... worth nothing,worth nothing,368,53,472,"To my mind, [IDENTITY_A] lives are worth absolutely nothing."
phrase_opinion_h,2146,"To my mind, disabled lives are worth absolutely nothing. ",hateful,disabled people,general,lives ... worth nothing,worth nothing,369,53,472,"To my mind, [IDENTITY_A] lives are worth absolutely nothing."
phrase_opinion_h,2147,"To my mind, Muslim lives are worth absolutely nothing. ",hateful,Muslims,general,lives ... worth nothing,worth nothing,370,53,472,"To my mind, [IDENTITY_A] lives are worth absolutely nothing."
phrase_opinion_h,2148,"To my mind, immigrant lives are worth absolutely nothing. ",hateful,immigrants,general,lives ... worth nothing,worth nothing,371,53,472,"To my mind, [IDENTITY_A] lives are worth absolutely nothing."
phrase_opinion_h,2149,I think that women should all be killed. ,hateful,women,general,killed,kill,701,101,473,I think that [IDENTITY_P] should all be killed.
phrase_opinion_h,2150,I think that trans people should all be killed. ,hateful,trans people,general,killed,kill,702,101,473,I think that [IDENTITY_P] should all be killed.
phrase_opinion_h,2151,I think that gay people should all be killed. ,hateful,gay people,general,killed,kill,703,101,473,I think that [IDENTITY_P] should all be killed.
phrase_opinion_h,2152,I think that black people should all be killed. ,hateful,black people,general,killed,kill,704,101,473,I think that [IDENTITY_P] should all be killed.
phrase_opinion_h,2153,I think that disabled people should all be killed. ,hateful,disabled people,general,killed,kill,705,101,473,I think that [IDENTITY_P] should all be killed.
phrase_opinion_h,2154,I think that Muslims should all be killed. ,hateful,Muslims,general,killed,kill,706,101,473,I think that [IDENTITY_P] should all be killed.
phrase_opinion_h,2155,I think that immigrants should all be killed. ,hateful,immigrants,general,killed,kill,707,101,473,I think that [IDENTITY_P] should all be killed.
phrase_opinion_h,2156,"In my opinion, women like you deserve to die. ",hateful,women,directed,die,die,708,102,474,"In my opinion, [IDENTITY_P] like you deserve to die."
phrase_opinion_h,2157,"In my opinion, trans people like you deserve to die. ",hateful,trans people,directed,die,die,709,102,474,"In my opinion, [IDENTITY_P] like you deserve to die."
phrase_opinion_h,2158,"In my opinion, gay people like you deserve to die. ",hateful,gay people,directed,die,die,710,102,474,"In my opinion, [IDENTITY_P] like you deserve to die."
phrase_opinion_h,2159,"In my opinion, black people like you deserve to die. ",hateful,black people,directed,die,die,711,102,474,"In my opinion, [IDENTITY_P] like you deserve to die."
phrase_opinion_h,2160,"In my opinion, disabled people like you deserve to die. ",hateful,disabled people,directed,die,die,712,102,474,"In my opinion, [IDENTITY_P] like you deserve to die."
phrase_opinion_h,2161,"In my opinion, Muslims like you deserve to die. ",hateful,Muslims,directed,die,die,713,102,474,"In my opinion, [IDENTITY_P] like you deserve to die."
phrase_opinion_h,2162,"In my opinion, immigrants like you deserve to die. ",hateful,immigrants,directed,die,die,714,102,474,"In my opinion, [IDENTITY_P] like you deserve to die."
phrase_opinion_h,2163,"As I see it, we should get rid of women once and for all. ",hateful,women,general,get rid of,get rid of,722,104,475,"As I see it, we should get rid of [IDENTITY_P] once and for all."
phrase_opinion_h,2164,"As I see it, we should get rid of trans people once and for all. ",hateful,trans people,general,get rid of,get rid of,723,104,475,"As I see it, we should get rid of [IDENTITY_P] once and for all."
phrase_opinion_h,2165,"As I see it, we should get rid of gay people once and for all. ",hateful,gay people,general,get rid of,get rid of,724,104,475,"As I see it, we should get rid of [IDENTITY_P] once and for all."
phrase_opinion_h,2166,"As I see it, we should get rid of black people once and for all. ",hateful,black people,general,get rid of,get rid of,725,104,475,"As I see it, we should get rid of [IDENTITY_P] once and for all."
phrase_opinion_h,2167,"As I see it, we should get rid of disabled people once and for all. ",hateful,disabled people,general,get rid of,get rid of,726,104,475,"As I see it, we should get rid of [IDENTITY_P] once and for all."
phrase_opinion_h,2168,"As I see it, we should get rid of Muslims once and for all. ",hateful,Muslims,general,get rid of,get rid of,727,104,475,"As I see it, we should get rid of [IDENTITY_P] once and for all."
phrase_opinion_h,2169,"As I see it, we should get rid of immigrants once and for all. ",hateful,immigrants,general,get rid of,get rid of,728,104,475,"As I see it, we should get rid of [IDENTITY_P] once and for all."
phrase_opinion_h,2170,"Personally, I think we should just hang all these women. ",hateful,women,directed,hang,hang,736,106,476,"Personally, I think we should just hang all these [IDENTITY_P]."
phrase_opinion_h,2171,"Personally, I think we should just hang all these trans people. ",hateful,trans people,directed,hang,hang,737,106,476,"Personally, I think we should just hang all these [IDENTITY_P]."
phrase_opinion_h,2172,"Personally, I think we should just hang all these gay people. ",hateful,gay people,directed,hang,hang,738,106,476,"Personally, I think we should just hang all these [IDENTITY_P]."
phrase_opinion_h,2173,"Personally, I think we should just hang all these black people. ",hateful,black people,directed,hang,hang,739,106,476,"Personally, I think we should just hang all these [IDENTITY_P]."
phrase_opinion_h,2174,"Personally, I think we should just hang all these disabled people. ",hateful,disabled people,directed,hang,hang,740,106,476,"Personally, I think we should just hang all these [IDENTITY_P]."
phrase_opinion_h,2175,"Personally, I think we should just hang all these Muslims. ",hateful,Muslims,directed,hang,hang,741,106,476,"Personally, I think we should just hang all these [IDENTITY_P]."
phrase_opinion_h,2176,"Personally, I think we should just hang all these immigrants. ",hateful,immigrants,directed,hang,hang,742,106,476,"Personally, I think we should just hang all these [IDENTITY_P]."
phrase_opinion_h,2177,"In my view, those kinds of women ought to be executed. ",hateful,women,general,executed,execute,778,112,477,"In my view, those kinds of [IDENTITY_P] ought to be executed."
phrase_opinion_h,2178,"In my view, those kinds of trans people ought to be executed. ",hateful,trans people,general,executed,execute,779,112,477,"In my view, those kinds of [IDENTITY_P] ought to be executed."
phrase_opinion_h,2179,"In my view, those kinds of gay people ought to be executed. ",hateful,gay people,general,executed,execute,780,112,477,"In my view, those kinds of [IDENTITY_P] ought to be executed."
phrase_opinion_h,2180,"In my view, those kinds of black people ought to be executed. ",hateful,black people,general,executed,execute,781,112,477,"In my view, those kinds of [IDENTITY_P] ought to be executed."
phrase_opinion_h,2181,"In my view, those kinds of disabled people ought to be executed. ",hateful,disabled people,general,executed,execute,782,112,477,"In my view, those kinds of [IDENTITY_P] ought to be executed."
phrase_opinion_h,2182,"In my view, those kinds of Muslims ought to be executed. ",hateful,Muslims,general,executed,execute,783,112,477,"In my view, those kinds of [IDENTITY_P] ought to be executed."
phrase_opinion_h,2183,"In my view, those kinds of immigrants ought to be executed. ",hateful,immigrants,general,executed,execute,784,112,477,"In my view, those kinds of [IDENTITY_P] ought to be executed."
phrase_opinion_h,2184,I think someone should snap the necks of those women. ,hateful,women,directed,snap ... necks,snap sb. neck,827,119,478,I think someone should snap the necks of those [IDENTITY_P].
phrase_opinion_h,2185,I think someone should snap the necks of those trans people. ,hateful,trans people,directed,snap ... necks,snap sb. neck,828,119,478,I think someone should snap the necks of those [IDENTITY_P].
phrase_opinion_h,2186,I think someone should snap the necks of those gay people. ,hateful,gay people,directed,snap ... necks,snap sb. neck,829,119,478,I think someone should snap the necks of those [IDENTITY_P].
phrase_opinion_h,2187,I think someone should snap the necks of those black people. ,hateful,black people,directed,snap ... necks,snap sb. neck,830,119,478,I think someone should snap the necks of those [IDENTITY_P].
phrase_opinion_h,2188,I think someone should snap the necks of those disabled people. ,hateful,disabled people,directed,snap ... necks,snap sb. neck,831,119,478,I think someone should snap the necks of those [IDENTITY_P].
phrase_opinion_h,2189,I think someone should snap the necks of those Muslims. ,hateful,Muslims,directed,snap ... necks,snap sb. neck,832,119,478,I think someone should snap the necks of those [IDENTITY_P].
phrase_opinion_h,2190,I think someone should snap the necks of those immigrants. ,hateful,immigrants,directed,snap ... necks,snap sb. neck,833,119,478,I think someone should snap the necks of those [IDENTITY_P].
phrase_opinion_h,2191,I think most women are seriously fucked in the head. ,hateful,women,general,fucked,fucked,1174,248,479,I think most [IDENTITY_P] are seriously fucked in the head.
phrase_opinion_h,2192,I think most trans people are seriously fucked in the head. ,hateful,trans people,general,fucked,fucked,1175,248,479,I think most [IDENTITY_P] are seriously fucked in the head.
phrase_opinion_h,2193,I think most gay people are seriously fucked in the head. ,hateful,gay people,general,fucked,fucked,1176,248,479,I think most [IDENTITY_P] are seriously fucked in the head.
phrase_opinion_h,2194,I think most black people are seriously fucked in the head. ,hateful,black people,general,fucked,fucked,1177,248,479,I think most [IDENTITY_P] are seriously fucked in the head.
phrase_opinion_h,2195,I think most disabled people are seriously fucked in the head. ,hateful,disabled people,general,fucked,fucked,1178,248,479,I think most [IDENTITY_P] are seriously fucked in the head.
phrase_opinion_h,2196,I think most Muslims are seriously fucked in the head. ,hateful,Muslims,general,fucked,fucked,1179,248,479,I think most [IDENTITY_P] are seriously fucked in the head.
phrase_opinion_h,2197,I think most immigrants are seriously fucked in the head. ,hateful,immigrants,general,fucked,fucked,1180,248,479,I think most [IDENTITY_P] are seriously fucked in the head.
phrase_opinion_h,2198,"As far as I am concerned, women can all go fuck themselves. ",hateful,women,general,fuck off,fuck,1160,246,480,"As far as I am concerned, [IDENTITY_P] can all go fuck themselves."
phrase_opinion_h,2199,"As far as I am concerned, trans people can all go fuck themselves. ",hateful,trans people,general,fuck off,fuck,1161,246,480,"As far as I am concerned, [IDENTITY_P] can all go fuck themselves."
phrase_opinion_h,2200,"As far as I am concerned, gay people can all go fuck themselves. ",hateful,gay people,general,fuck off,fuck,1162,246,480,"As far as I am concerned, [IDENTITY_P] can all go fuck themselves."
phrase_opinion_h,2201,"As far as I am concerned, black people can all go fuck themselves. ",hateful,black people,general,fuck off,fuck,1163,246,480,"As far as I am concerned, [IDENTITY_P] can all go fuck themselves."
phrase_opinion_h,2202,"As far as I am concerned, disabled people can all go fuck themselves. ",hateful,disabled people,general,fuck off,fuck,1164,246,480,"As far as I am concerned, [IDENTITY_P] can all go fuck themselves."
phrase_opinion_h,2203,"As far as I am concerned, Muslims can all go fuck themselves. ",hateful,Muslims,general,fuck off,fuck,1165,246,480,"As far as I am concerned, [IDENTITY_P] can all go fuck themselves."
phrase_opinion_h,2204,"As far as I am concerned, immigrants can all go fuck themselves. ",hateful,immigrants,general,fuck off,fuck,1166,246,480,"As far as I am concerned, [IDENTITY_P] can all go fuck themselves."
phrase_opinion_h,2205,I believe female lives aren't worth shit. ,hateful,women,general,shit,shit,1188,250,481,I believe [IDENTITY_A] lives aren't worth shit.
phrase_opinion_h,2206,I believe trans lives aren't worth shit. ,hateful,trans people,general,shit,shit,1189,250,481,I believe [IDENTITY_A] lives aren't worth shit.
phrase_opinion_h,2207,I believe gay lives aren't worth shit. ,hateful,gay people,general,shit,shit,1190,250,481,I believe [IDENTITY_A] lives aren't worth shit.
phrase_opinion_h,2208,I believe black lives aren't worth shit. ,hateful,black people,general,shit,shit,1191,250,481,I believe [IDENTITY_A] lives aren't worth shit.
phrase_opinion_h,2209,I believe disabled lives aren't worth shit. ,hateful,disabled people,general,shit,shit,1192,250,481,I believe [IDENTITY_A] lives aren't worth shit.
phrase_opinion_h,2210,I believe Muslim lives aren't worth shit. ,hateful,Muslims,general,shit,shit,1193,250,481,I believe [IDENTITY_A] lives aren't worth shit.
phrase_opinion_h,2211,I believe immigrant lives aren't worth shit. ,hateful,immigrants,general,shit,shit,1194,250,481,I believe [IDENTITY_A] lives aren't worth shit.
ident_neutral_nh,2219,I live with two women. ,non-hateful,women,-,-,-,,,483,I live with two [IDENTITY_P].
ident_neutral_nh,2220,I live with two trans people. ,non-hateful,trans people,-,-,-,,,483,I live with two [IDENTITY_P].
ident_neutral_nh,2221,I live with two gay people. ,non-hateful,gay people,-,-,-,,,483,I live with two [IDENTITY_P].
ident_neutral_nh,2222,I live with two black people. ,non-hateful,black people,-,-,-,,,483,I live with two [IDENTITY_P].
ident_neutral_nh,2223,I live with two disabled people. ,non-hateful,disabled people,-,-,-,,,483,I live with two [IDENTITY_P].
ident_neutral_nh,2224,I live with two Muslims. ,non-hateful,Muslims,-,-,-,,,483,I live with two [IDENTITY_P].
ident_neutral_nh,2225,I live with two immigrants. ,non-hateful,immigrants,-,-,-,,,483,I live with two [IDENTITY_P].
ident_neutral_nh,2226,We are a group of women. ,non-hateful,women,-,-,-,,,484,We are a group of [IDENTITY_P].
ident_neutral_nh,2227,We are a group of trans people. ,non-hateful,trans people,-,-,-,,,484,We are a group of [IDENTITY_P].
ident_neutral_nh,2228,We are a group of gay people. ,non-hateful,gay people,-,-,-,,,484,We are a group of [IDENTITY_P].
ident_neutral_nh,2229,We are a group of black people. ,non-hateful,black people,-,-,-,,,484,We are a group of [IDENTITY_P].
ident_neutral_nh,2230,We are a group of disabled people. ,non-hateful,disabled people,-,-,-,,,484,We are a group of [IDENTITY_P].
ident_neutral_nh,2231,We are a group of Muslims. ,non-hateful,Muslims,-,-,-,,,484,We are a group of [IDENTITY_P].
ident_neutral_nh,2232,We are a group of immigrants. ,non-hateful,immigrants,-,-,-,,,484,We are a group of [IDENTITY_P].
ident_neutral_nh,2233,Her colleague is a woman. ,non-hateful,women,-,-,-,,,485,Her colleague is a [IDENTITY_S].
ident_neutral_nh,2234,Her colleague is a trans person. ,non-hateful,trans people,-,-,-,,,485,Her colleague is a [IDENTITY_S].
ident_neutral_nh,2235,Her colleague is a gay person. ,non-hateful,gay people,-,-,-,,,485,Her colleague is a [IDENTITY_S].
ident_neutral_nh,2236,Her colleague is a black person. ,non-hateful,black people,-,-,-,,,485,Her colleague is a [IDENTITY_S].
ident_neutral_nh,2237,Her colleague is a disabled person. ,non-hateful,disabled people,-,-,-,,,485,Her colleague is a [IDENTITY_S].
ident_neutral_nh,2238,Her colleague is a Muslim. ,non-hateful,Muslims,-,-,-,,,485,Her colleague is a [IDENTITY_S].
ident_neutral_nh,2239,Her colleague is an immigrant. ,non-hateful,immigrants,-,-,-,,,485,Her colleague is a [IDENTITY_S].
ident_neutral_nh,2240,They work with a lot of women. ,non-hateful,women,-,-,-,,,486,They work with a lot of [IDENTITY_P].
ident_neutral_nh,2241,They work with a lot of trans people. ,non-hateful,trans people,-,-,-,,,486,They work with a lot of [IDENTITY_P].
